title,company,location,link
"Аналитик данных / Бизнес-аналитик (Python, SQL)","Ренессанс cтрахование, Группа","Москва, Крестьянская застава и еще 3 ",https://hh.ru/vacancy/40451801?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Product Owner / Бизнес-аналитик,Genesix,Санкт-Петербург,https://hh.ru/vacancy/42192330?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик и руководитель по развитию FinTech стартапа,ООО Юнайтед Концептс,Москва,https://hh.ru/vacancy/42011169?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик 1С:ЗУП,Eldorado,"Киев, Дворец спорта и еще 1 ",https://hh.ru/vacancy/41469497?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес аналитик,SberTech,Санкт-Петербург,https://hh.ru/vacancy/42208241?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО Интернет-Тариф,Ростов-на-Дону,https://hh.ru/vacancy/41897535?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес - аналитик управления развития,Фонд развития промышленности,"Москва, Октябрьская и еще 2 ",https://hh.ru/vacancy/39709806?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик / Business Analyst,DOPOMOGA Ukraine,Киев,https://hh.ru/vacancy/42209444?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Консультант/Бизнес-аналитик,ООО Верме,Москва,https://hh.ru/vacancy/37883677?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Старший бизнес-аналитик,АО Citibank,Уфа,https://hh.ru/vacancy/42182720?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик/системный аналитик,REDMADROBOT,"Москва, Белорусская и еще 1 ",https://hh.ru/vacancy/38201234?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик/Администратор ELMA,COMPAÑIA PROCESADORA DE NIQUEL DE IZABAL S.A.,Республика Гватемала,https://hh.ru/vacancy/41952478?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Tools For Brokers,"Санкт-Петербург, Ладожская",https://hh.ru/vacancy/42070524?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик / ведущий аналитик,ООО Эксперт Юг Регион,Ростов-на-Дону,https://hh.ru/vacancy/41772213?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес / Системный аналитик,ФАУ Национальный институт аккредитации,"Москва, Деловой центр и еще 1 ",https://hh.ru/vacancy/41763721?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ТОО Фонд Инноваций и Развития,Алматы,https://hh.ru/vacancy/41965178?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ОАО Приорбанк,Минск,https://hh.ru/vacancy/41526142?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
IT бизнес аналитик,Леруа Мерлен. Центральный офис,Москва,https://hh.ru/vacancy/42103918?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (AI in healthcare),ООО Intellogic,Санкт-Петербург,https://hh.ru/vacancy/42182822?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Системный бизнес-аналитик,Уварова Наталья Николаевна,Москва,https://hh.ru/vacancy/41637939?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО Убиратор,Санкт-Петербург,https://hh.ru/vacancy/41817928?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Эксперт-аналитик,ПАО АК АЛРОСА,Москва,https://hh.ru/vacancy/41511518?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ФЕШН ТЕХНОЛОДЖІЗ,Киев,https://hh.ru/vacancy/42085707?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик СЭД Directum (удалённо),ООО Центр внедрения документооборота,Екатеринбург,https://hh.ru/vacancy/42172729?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик бизнес-процессов,РУСЭНЕРГО,Москва,https://hh.ru/vacancy/42193467?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик CRM,ООО БАСО,Санкт-Петербург,https://hh.ru/vacancy/42149212?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик/ Аналитик методологии бизнес-процессов,O'STIN,"Москва, Аэропорт",https://hh.ru/vacancy/41748598?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес аналитик/ Главный специалист по оптимизации и автоматизации бизнес процессов [id76441],ПАО «Газпром нефть»,"Санкт-Петербург, Чернышевская",https://hh.ru/vacancy/42222931?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Менеджер по маркетингу и бизнес-аналитике,"ТОО Компания по управлению активами АЛМАЛЫ, ТОО",Алматы,https://hh.ru/vacancy/41697325?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Специалист/управление и развитие клиентов/Аналитик бизнес-процессов/Customer Manager,ВюртБел,"Минск, Грушевка",https://hh.ru/vacancy/41886650?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Ведущий бизнес-аналитик/руководитель проекта внедрения информационной системы,ООО Бизнес Технологии,Санкт-Петербург,https://hh.ru/vacancy/40202611?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик бизнес-процессов,Кенгуру,Иваново (Ивановская область),https://hh.ru/vacancy/36965304?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик производственные системы,ООО Claire&Clarté,Москва,https://hh.ru/vacancy/41615919?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес аналитик (руководитель проектов) Битрикс24,ООО Лигр,"Новосибирск, площадь Карла Маркса",https://hh.ru/vacancy/42130379?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик информационных систем,СПб ГУП Санкт-Петербургский информационно-аналитический центр,Санкт-Петербург,https://hh.ru/vacancy/42199945?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,CS,Харьков,https://hh.ru/vacancy/42206331?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Старший бизнес-аналитик,ООО Бизнес Технологии,Нижний Новгород,https://hh.ru/vacancy/40998098?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес аналитик,Ассоциация IPChain,"Москва, Савеловская",https://hh.ru/vacancy/37545338?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Системный аналитик (бизнес-аналитик),Европлан,"Москва, Добрынинская",https://hh.ru/vacancy/41669517?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Старший бизнес-аналитик,АО Citibank,Казань,https://hh.ru/vacancy/42182726?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Ведущий бизнес-аналитик отдела автоматизации,Група Кампаній А-100 АЗС,Минск,https://hh.ru/vacancy/42019408?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Сбер для экспертов,Москва,https://hh.ru/vacancy/42203478?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Менеджер IT-проектов / Бизнес-аналитик IT,ООО BC-Express,Краснодар,https://hh.ru/vacancy/41752017?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Стажер (бизнес-аналитик),ООО РЖД-Технологии,Москва,https://hh.ru/vacancy/42181506?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик бизнес-процессов,ПАО Ростелеком,"Нижний Новгород, Горьковская",https://hh.ru/vacancy/39766241?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Настоящий Бизнес-аналитик,True Engineering,Новосибирск,https://hh.ru/vacancy/35431151?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик BI,Райффайзенбанк,"Москва, Технопарк",https://hh.ru/vacancy/42195317?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Старший бизнес-аналитик,АО Citibank,Рязань,https://hh.ru/vacancy/42115031?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик 1С в Департамент информационных технологий (автоматизация бизнес-процессов),"Очкарик, интернет-магазин и салоны оптики",Москва,https://hh.ru/vacancy/42179533?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,RetailCRM,Липецк,https://hh.ru/vacancy/41038729?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Старший бизнес-аналитик процессов продаж,ООО ЛУИС+,"Москва, Белорусская",https://hh.ru/vacancy/41553343?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик отдела прогнозирования,"МАГНИТ, Розничная сеть",Краснодар,https://hh.ru/vacancy/40834888?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Ведущий бизнес аналитик (удаленно),Virtoway,Калининград,https://hh.ru/vacancy/41769386?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,АО ГЛОРИЯ ДЖИНС,Москва,https://hh.ru/vacancy/40709800?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (web),Eldorado,Киев,https://hh.ru/vacancy/42210390?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик SAP EWM,Комус,Москва,https://hh.ru/vacancy/40771139?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Проектный менеджер/бизнес-аналитик,ПАО Банк Санкт-Петербург,Санкт-Петербург,https://hh.ru/vacancy/38728530?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ЕВРАЗ,Москва,https://hh.ru/vacancy/42207871?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО Убиратор,Санкт-Петербург,https://hh.ru/vacancy/41817928?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (пищевое производство),Группа компаний РБЕ (RBE Group),"Москва, Бульвар Рокоссовского",https://hh.ru/vacancy/41772742?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик по оптимизации бизнес - процессов,ООО Константа,Москва,https://hh.ru/vacancy/39170254?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Старший бизнес-аналитик,АО Citibank,Нижний Новгород,https://hh.ru/vacancy/42182691?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Business Analyst,ARTOX,"Минск, Парк Челюскинцев",https://hh.ru/vacancy/42194566?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,FinFort,"Москва, Минская",https://hh.ru/vacancy/42200263?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Специалист по бизнес процессам/аналитик,ООО Трофей,Барнаул,https://hh.ru/vacancy/42216916?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик/Старший бизнес-аналитик,BDO Unicon Outsourcing,"Москва, Электрозаводская",https://hh.ru/vacancy/41852101?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик бизнес-процессов,ТаймЛизинг,Владивосток,https://hh.ru/vacancy/40126084?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик бизнес-процессов,ООО Диджитал Лайф,Хабаровск,https://hh.ru/vacancy/42189211?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,CS,Харьков,https://hh.ru/vacancy/42206775?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик отдела оптимизации бизнес-процессов,"ООО Компания Металл Профиль, OOO","Москва, Водный стадион",https://hh.ru/vacancy/42016833?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик бизнес-процессов,"ЛАМА, Группа компаний",Томск,https://hh.ru/vacancy/41185298?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ЕМЕ,Москва,https://hh.ru/vacancy/41595080?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ГБУЗ Центр Лекарственного Обеспечения Департамента Здравоохранения Города Москвы,Москва,https://hh.ru/vacancy/41919654?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Младший бизнес-аналитик IT,ГРУППА КИТ,"Москва, Шаболовская",https://hh.ru/vacancy/42209130?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Группа компаний «Эталон»,"Санкт-Петербург, Пионерская",https://hh.ru/vacancy/41142585?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (E-commerce),Eldorado,"Киев, Дворец спорта и еще 1 ",https://hh.ru/vacancy/41469514?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ФГУП СТАНДАРТИНФОРМ,"Москва, Нахимовский проспект",https://hh.ru/vacancy/42168709?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,АО РТ Лабс,"Москва, Румянцево",https://hh.ru/vacancy/42225573?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Системный/ Бизнес - аналитик,ООО Гравион,Москва,https://hh.ru/vacancy/41712250?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Младший бизнес-аналитик (1С),ООО ТРАСКО,Москва,https://hh.ru/vacancy/40805528?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Ведущий менеджер (Бизнес-аналитик),CloudDC,Зеленоград,https://hh.ru/vacancy/41062761?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
"Ведущий бизнес-аналитик (удалённая работа, Санкт-Петербург)","Максимум, Автомобильный холдинг",Казань,https://hh.ru/vacancy/41916810?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Финансист-аналитик,"Командор, Мебельная компания",Красноярск,https://hh.ru/vacancy/40461045?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Гален,Москва,https://hh.ru/vacancy/41926184?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик / Business Analyst / BA,"Streamline, Школа иностранных языков",Минск,https://hh.ru/vacancy/42016567?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик/Аналитик,ООО ВсеИнструменты.ру,"Нижний Новгород, Ленинская",https://hh.ru/vacancy/41686235?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик в проектный офис,Яндекс,Москва,https://hh.ru/vacancy/41941746?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Старший бизнес-аналитик,ivi,"Москва, Дмитровская",https://hh.ru/vacancy/40864858?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик по внедрению систем,Энергон,Москва,https://hh.ru/vacancy/40930416?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Системный аналитик/ Бизнес аналитик,ООО Цифровые привычки,Москва,https://hh.ru/vacancy/40526270?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (инженерные знания),ООО ЛАЦИТ - Лаборатория цифровых технологий,Минск,https://hh.ru/vacancy/42028882?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ПАО Первая Грузовая Компания,"Москва, Бауманская и еще 2 ",https://hh.ru/vacancy/42209162?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
